id;department_id;postal_code;name;insee_code;latitude;longitude
315;1;1190;Boissey;1050;46.383333;5
316;1;1330;Bouligneux;1052;46.016667;5
317;1;1190;Boz;1057;46.4;4.9
318;1;1320;Chalamont;1074;46;5.166667
319;1;1480;Chaleins;1075;46.033333;4.8
320;1;1990;Chaneins;1083;46.1;4.85
321;1;1400;Chanoz-Châtenay;1084;46.183333;5.033333
322;1;1320;Châtenay;1090;46.033333;5.2
323;1;1320;Châtillon-la-Palud;1092;45.966667;5.25
324;1;1400;Châtillon-sur-Chalaronne;1093;46.116667;4.966667
325;1;1190;Chavannes-sur-Reyssouze;1094;46.433333;5
326;1;1660;Chaveyriat;1096;46.183333;5.066667
327;1;1190;Chevroux;1102;46.383333;4.95
328;1;1390;Civrieux;1105;45.916667;4.883333
329;1;1400;Condeissiat;1113;46.166667;5.083333
330;1;1290;Cormoranche-sur-Saône;1123;46.233333;4.833333
331;1;1320;Crans;1129;45.966667;5.216667
332;1;1620;Crottet;1134;46.283333;4.9
333;1;1290;Cruzilles-lès-Mépillat;1136;46.216667;4.883333
334;1;1380;Dommartin;1144;46.341667;4.991667
335;1;1400;Dompierre-sur-Chalaronne;1146;46.133333;4.9
336;1;1480;Fareins;1157;46.016667;4.766667
337;1;1570;Feillens;1159;46.333333;4.883333
338;1;1090;Francheleins;1165;46.066667;4.8
339;1;1480;Frans;1166;45.983333;4.783333
340;1;1140;Garnerans;1167;46.2;4.833333
341;1;1090;Genouilleux;1169;46.116667;4.783333
342;1;1190;Gorrevod;1175;46.416667;4.95
343;1;1290;Grièges;1179;46.25;4.85
344;1;1090;Guéreins;1183;46.1;4.783333
345;1;1140;Illiat;1188;46.183333;4.883333
346;1;1480;Jassans-Riottier;1194;45.983333;4.75
347;1;1400;L'Abergement-Clémenciat;1001;46.15;4.916667
348;1;1240;La Chapelle-du-Châtelard;1085;46.066667;5.033333
349;1;1290;Laiz;1203;46.25;4.883333
350;1;1330;Lapeyrouse;1207;45.983333;4.966667
351;1;1330;Le Plantay;1299;46.016667;5.083333
352;1;1090;Lurcy;1225;46.066667;4.766667
353;1;1570;Manziat;1231;46.35;4.9
354;1;1240;Marlieux;1235;46.066667;5.066667
355;1;1600;Massieux;1238;45.916667;4.833333
356;1;1480;Messimy-sur-Saône;1243;0;0
357;1;1660;Mézériat;1246;46.233333;5.033333
358;1;1390;Mionnay;1248;45.9;4.933333
359;1;1700;Miribel;1249;0;0
360;1;1600;Misérieux;1250;45.983333;4.816667
361;1;1140;Mogneneins;1252;46.133333;4.816667
362;1;1090;Montceaux;1258;46.1;4.8
363;1;1390;Monthieux;1261;45.95;4.933333
364;1;1090;Montmerle-sur-Saône;1263;46.083333;4.766667
365;1;1400;Neuville-les-Dames;1272;46.166667;5
366;1;1700;Neyron;1275;0;0
367;1;1190;Ozan;1284;46.383333;4.916667
368;1;1600;Parcieux;1285;45.916667;4.816667
369;1;1540;Perrex;1291;46.233333;4.983333
370;1;1140;Peyzieux-sur-Saône;1295;46.116667;4.816667
371;1;1190;Pont-de-Vaux;1305;46.433333;4.933333
372;1;1290;Pont-de-Veyle;1306;46.266667;4.883333
373;1;1390;Rancé;1318;45.966667;4.866667
374;1;1990;Relevant;1319;46.083333;4.95
375;1;1620;Replonges;1320;46.3;4.883333
376;1;1600;Reyrieux;1322;45.933333;4.816667
377;1;1190;Reyssouze;1323;46.433333;4.916667
378;1;1400;Romans;1328;46.116667;5.033333
379;1;1380;Saint-André-de-Bâgé;1332;46.3;4.916667
380;1;1390;Saint-André-de-Corcy;1333;45.916667;4.95
381;1;1290;Saint-André-d'Huiriat;1334;46.216667;4.916667
382;1;1240;Saint-André-le-Bouchoux;1335;46.116667;5.083333
383;1;1190;Saint-Bénigne;1337;46.433333;4.966667
384;1;1600;Saint-Bernard;1339;0;0
385;1;1380;Saint-Cyr-sur-Menthon;1343;46.266667;4.983333
386;1;1600;Saint-Didier-de-Formans;1347;45.95;4.783333
387;1;1140;Saint-Didier-sur-Chalaronne;1348;46.166667;4.816667
388;1;1600;Sainte-Euphémie;1353;45.966667;4.783333
389;1;1330;Sainte-Olive;1382;46.016667;4.933333
390;1;1140;Saint-Etienne-sur-Chalaronne;1351;46.15;4.866667
391;1;1190;Saint-Etienne-sur-Reyssouze;1352;46.4;5
392;1;1380;Saint-Genis-sur-Menthon;1355;46.283333;5.016667
393;1;1400;Saint-Georges-sur-Renon;1356;46.1;5.033333
394;1;1240;Saint-Germain-sur-Renon;1359;46.083333;5.05
395;1;1390;Saint-Jean-de-Thurigneux;1362;45.95;4.883333
396;1;1290;Saint-Jean-sur-Veyle;1365;46.25;4.916667
397;1;1540;Saint-Julien-sur-Veyle;1368;46.2;4.95
398;1;1620;Saint-Laurent-sur-Saône;1370;46.3;4.833333
399;1;1390;Saint-Marcel;1371;0;0
400;1;1700;Saint-Maurice-de-Beynost;1376;45.833333;4.966667
401;1;1320;Saint-Nizier-le-Désert;1381;46.05;5.15
402;1;1240;Saint-Paul-de-Varax;1383;46.1;5.133333
403;1;1990;Saint-Trivier-sur-Moignans;1389;46.066667;4.9
404;1;1400;Sandrans;1393;46.066667;4.983333
405;1;1480;Savigneux;1398;46;4.85
406;1;1190;Sermoyer;1402;46.5;4.983333
407;1;1400;Sulignat;1412;46.166667;4.966667
408;1;1120;Thil;1418;45.816667;5.016667
409;1;1140;Thoissey;1420;46.166667;4.8
410;1;1600;Toussieux;1423;45.966667;4.833333
411;1;1390;Tramoyes;1424;45.866667;4.966667
412;1;1600;Trévoux;1427;45.933333;4.766667
413;1;1140;Valeins;1428;46.116667;4.866667
414;1;1330;Versailleux;1434;45.983333;5.1
415;1;1570;Vésines;1439;46.35;4.866667
416;1;1330;Villars-les-Dombes;1443;46;5.016667
417;1;1480;Villeneuve;1446;0;0
418;1;1320;Villette-sur-Ain;1449;0;0
419;1;1540;Vonnas;1457;46.216667;5
420;2;2800;Achery;2002;49.683333;3.383333
421;2;2190;Aguilcourt;2005;49.4;3.966667
422;2;2820;Aizelles;2007;49.483333;3.816667
423;2;2190;Amifontaine;2013;49.483333;3.916667
424;2;2800;Andelain;2016;49.633333;3.366667
425;2;2800;Anguilcourt-le-Sart;2017;49.683333;3.433333
426;2;2320;Anizy-le-Château;2018;49.5;3.45
427;2;2360;Archon;2021;49.741667;4.116667
428;2;2860;Arrancy;2024;49.483333;3.75
429;2;2270;Assis-sur-Serre;2027;49.683333;3.566667
430;2;2840;Athies-sous-Laon;2028;49.566667;3.683333
431;2;2820;Aubigny-en-Laonnois;2033;49.5;3.8
432;2;2000;Aulnois-sous-Laon;2037;49.616667;3.6
433;2;2000;Barenton-Bugny;2046;49.633333;3.65
434;2;2000;Barenton-Cel;2047;49.65;3.633333
435;2;2270;Barenton-sur-Serre;2048;49.666667;3.683333
436;2;2380;Bassoles-Aulers;2052;49.533333;3.383333
437;2;2160;Beaurieux;2058;49.4;3.733333
438;2;2340;Berlise;2069;49.666667;4.116667
439;2;2820;Berrieux;2072;49.483333;3.85
440;2;2190;Berry-au-Bac;2073;49.4;3.9
441;2;2800;Bertaucourt-Epourdon;2074;49.616667;3.383333
442;2;2190;Bertricourt;2076;49.383333;4
443;2;2870;Besny-et-Loizy;2080;49.6;3.583333
444;2;2860;Bièvres;2088;49.5;3.716667
445;2;2270;Bois-lès-Pargny;2096;49.716667;3.65
446;2;2350;Boncourt;2097;49.616667;3.95
447;2;2860;Bouconville-Vauclair;2102;0;0
448;2;2160;Bouffignereux;2104;49.366667;3.85
449;2;2160;Bourg-et-Comin;2106;49.4;3.65
450;2;2000;Bourguignon-sous-Montbavin;2108;0;0
451;2;2320;Brancourt-en-Laonnois;2111;49.516667;3.416667
452;2;2000;Braye-en-Laonnois;2115;49.433333;3.616667
453;2;2870;Brie;2122;0;0
454;2;2360;Brunehamel;2126;49.766667;4.183333
455;2;2860;Bruyères-et-Montbérault;2128;49.516667;3.666667
456;2;2870;Bucy-lès-Cerny;2132;49.583333;3.516667
457;2;2350;Bucy-lès-Pierrepont;2133;49.65;3.9
458;2;2860;Cerny-en-Laonnois;2150;49.45;3.666667
459;2;2870;Cerny-lès-Bucy;2151;49.583333;3.533333
460;2;2320;Cessières;2153;49.566667;3.483333
461;2;2000;Chaillevois;2155;49.516667;3.516667
462;2;2270;Chalandry;2156;49.683333;3.633333
463;2;2000;Chambry;2157;49.6;3.65
464;2;2860;Chamouille;2158;49.466667;3.666667
465;2;2340;Chaourse;2160;49.7;4
466;2;2800;Charmes;2165;49.65;3.383333
467;2;2160;Chaudardes;2171;49.383333;3.783333
468;2;2860;Chérêt;2177;49.516667;3.683333
469;2;2860;Chermizy-Ailles;2178;49.466667;3.733333
470;2;2000;Chéry-lès-Pouilly;2180;49.65;3.6
471;2;2360;Chéry-lès-Rozoy;2181;49.716667;4.083333
472;2;2000;Chevregny;2183;49.466667;3.583333
473;2;2350;Chivres-en-Laonnois;2189;49.633333;3.85
474;2;2000;Chivy-lès-Etouvelles;2191;49.516667;3.583333
475;2;2000;Clacy-et-Thierret;2196;49.55;3.566667
476;2;2340;Clermont-les-Fermes;2200;49.666667;3.95
477;2;2860;Colligis-Crandelain;2205;49.483333;3.65
478;2;2160;Concevreux;2208;49.383333;3.783333
479;2;2190;Condé-sur-Suippe;2211;49.416667;3.95
480;2;2820;Corbeny;2215;49.466667;3.816667
481;2;2840;Coucy-lès-Eppes;2218;49.55;3.766667
